slot_name,unique_id,x,y,z,qx,qy,qz,qw
A01/RackSlot11,[39571336104059],28.904,28.271,2.224,0.000,0.000,0.000,1.000
A01/RackSlot4,[39575631071355],28.904,27.409,0.768,0.000,0.000,0.000,1.000
A01/RackSlot2,[39579926038651],28.802,27.409,0.023,0.000,0.000,0.000,1.000
A01/RackSlot10,[39584221005947],28.904,27.409,1.482,0.000,0.000,0.000,1.000
A01/RackSlot7,[39588515973243],29.573,28.271,0.768,0.000,0.000,1.000,-0.000
A01/RackSlot14,[39592810940539],29.573,27.409,1.482,0.000,0.000,1.000,-0.000
A01/RackSlot8,[39597105907835],29.573,27.409,0.768,0.000,0.000,1.000,-0.000
A01/RackSlot3,[39601400875131],28.904,28.271,0.768,0.000,0.000,0.000,1.000
A01/RackSlot16,[39605695842427],29.573,27.409,2.224,0.000,0.000,1.000,-0.000
A01/RackSlot5,[39609990809723],29.676,28.271,0.023,0.000,0.000,1.000,-0.000
A01/RackSlot9,[39614285777019],28.904,28.271,1.482,0.000,0.000,0.000,1.000
A01/RackSlot13,[39618580744315],29.573,28.271,1.482,0.000,0.000,1.000,-0.000
A01/RackSlot6,[39622875711611],29.676,27.409,0.023,0.000,0.000,1.000,-0.000
A01/RackSlot12,[39627170678907],28.904,27.409,2.224,0.000,0.000,0.000,1.000
G06/RackSlot6,[39631465646203],29.676,2.011,0.023,0.000,0.000,1.000,-0.000
G06/RackSlot15,[39635760613499],29.573,2.872,2.224,0.000,0.000,1.000,-0.000
G06/RackSlot7,[39640055580795],29.573,2.872,0.768,0.000,0.000,1.000,-0.000
G06/RackSlot8,[39644350548091],29.573,2.011,0.768,0.000,0.000,1.000,-0.000
G06/RackSlot1,[39648645515387],28.802,2.872,0.023,0.000,0.000,0.000,1.000
G06/RackSlot4,[39652940482683],28.904,2.011,0.768,0.000,0.000,0.000,1.000
G06/RackSlot9,[39657235449979],28.904,2.872,1.482,0.000,0.000,0.000,1.000
G06/RackSlot5,[39661530417275],29.676,2.872,0.023,0.000,0.000,1.000,-0.000
G06/RackSlot14,[39665825384571],29.573,2.011,1.482,0.000,0.000,1.000,-0.000
G06/RackSlot16,[39670120351867],29.573,2.011,2.224,0.000,0.000,1.000,-0.000
G06/RackSlot3,[39674415319163],28.904,2.872,0.768,0.000,0.000,0.000,1.000
G06/RackSlot11,[39678710286459],28.904,2.872,2.224,0.000,0.000,0.000,1.000
G06/RackSlot10,[39683005253755],28.904,2.011,1.482,0.000,0.000,0.000,1.000
G06/RackSlot12,[39687300221051],28.904,2.011,2.224,0.000,0.000,0.000,1.000
G06/RackSlot2,[39691595188347],28.802,2.011,0.023,0.000,0.000,0.000,1.000
G06/RackSlot13,[39695890155643],29.573,2.872,1.482,0.000,0.000,1.000,-0.000
G05/RackSlot15,[39721659959419],29.573,5.105,2.224,0.000,0.000,1.000,-0.000
G05/RackSlot1,[39725954926715],28.802,5.105,0.023,0.000,0.000,0.000,1.000
G05/RackSlot11,[39730249894011],28.904,5.105,2.224,0.000,0.000,0.000,1.000
G05/RackSlot4,[39734544861307],28.904,4.244,0.768,0.000,0.000,0.000,1.000
G05/RackSlot2,[39738839828603],28.802,4.244,0.023,0.000,0.000,0.000,1.000
G05/RackSlot10,[39743134795899],28.904,4.244,1.482,0.000,0.000,0.000,1.000
G05/RackSlot7,[39747429763195],29.573,5.105,0.768,0.000,0.000,1.000,-0.000
G05/RackSlot14,[39751724730491],29.573,4.244,1.482,0.000,0.000,1.000,-0.000
G05/RackSlot8,[39756019697787],29.573,4.244,0.768,0.000,0.000,1.000,-0.000
G05/RackSlot3,[39760314665083],28.904,5.105,0.768,0.000,0.000,0.000,1.000
G05/RackSlot16,[39764609632379],29.573,4.244,2.224,0.000,0.000,1.000,-0.000
G05/RackSlot5,[39768904599675],29.676,5.105,0.023,0.000,0.000,1.000,-0.000
G05/RackSlot9,[39773199566971],28.904,5.105,1.482,0.000,0.000,0.000,1.000
G05/RackSlot13,[39777494534267],29.573,5.105,1.482,0.000,0.000,1.000,-0.000
G05/RackSlot6,[39781789501563],29.676,4.244,0.023,0.000,0.000,1.000,-0.000
G05/RackSlot12,[39786084468859],28.904,4.244,2.224,0.000,0.000,0.000,1.000
G02/RackSlot6,[39790379436155],29.676,11.017,0.023,0.000,0.000,1.000,-0.000
G02/RackSlot15,[39794674403451],29.573,11.878,2.224,0.000,0.000,1.000,-0.000
G02/RackSlot7,[39798969370747],29.573,11.878,0.768,0.000,0.000,1.000,-0.000
G02/RackSlot8,[39803264338043],29.573,11.017,0.768,0.000,0.000,1.000,-0.000
G02/RackSlot1,[39807559305339],28.802,11.878,0.023,0.000,0.000,0.000,1.000
G02/RackSlot4,[39811854272635],28.904,11.017,0.768,0.000,0.000,0.000,1.000
G02/RackSlot9,[39816149239931],28.904,11.878,1.482,0.000,0.000,0.000,1.000
G02/RackSlot5,[39820444207227],29.676,11.878,0.023,0.000,0.000,1.000,-0.000
G02/RackSlot14,[39824739174523],29.573,11.017,1.482,0.000,0.000,1.000,-0.000
G02/RackSlot16,[39829034141819],29.573,11.017,2.224,0.000,0.000,1.000,-0.000
G02/RackSlot3,[39833329109115],28.904,11.878,0.768,0.000,0.000,0.000,1.000
G02/RackSlot11,[39837624076411],28.904,11.878,2.224,0.000,0.000,0.000,1.000
G02/RackSlot10,[39841919043707],28.904,11.017,1.482,0.000,0.000,0.000,1.000
G02/RackSlot12,[39846214011003],28.904,11.017,2.224,0.000,0.000,0.000,1.000
G02/RackSlot2,[39850508978299],28.802,11.017,0.023,0.000,0.000,0.000,1.000
G02/RackSlot13,[39854803945595],29.573,11.878,1.482,0.000,0.000,1.000,-0.000
G01/RackSlot15,[39880573749371],29.573,14.112,2.224,0.000,0.000,1.000,-0.000
G01/RackSlot1,[39884868716667],28.802,14.112,0.023,0.000,0.000,0.000,1.000
G01/RackSlot11,[39889163683963],28.904,14.112,2.224,0.000,0.000,0.000,1.000
G01/RackSlot4,[39893458651259],28.904,13.251,0.768,0.000,0.000,0.000,1.000
G01/RackSlot2,[39897753618555],28.802,13.251,0.023,0.000,0.000,0.000,1.000
G01/RackSlot10,[39902048585851],28.904,13.251,1.482,0.000,0.000,0.000,1.000
G01/RackSlot7,[39906343553147],29.573,14.112,0.768,0.000,0.000,1.000,-0.000
G01/RackSlot14,[39910638520443],29.573,13.251,1.482,0.000,0.000,1.000,-0.000
G01/RackSlot8,[39914933487739],29.573,13.251,0.768,0.000,0.000,1.000,-0.000
G01/RackSlot3,[39919228455035],28.904,14.112,0.768,0.000,0.000,0.000,1.000
G01/RackSlot16,[39923523422331],29.573,13.251,2.224,0.000,0.000,1.000,-0.000
G01/RackSlot5,[39927818389627],29.676,14.112,0.023,0.000,0.000,1.000,-0.000
G01/RackSlot9,[39932113356923],28.904,14.112,1.482,0.000,0.000,0.000,1.000
G01/RackSlot13,[39936408324219],29.573,14.112,1.482,0.000,0.000,1.000,-0.000
G01/RackSlot6,[39940703291515],29.676,13.251,0.023,0.000,0.000,1.000,-0.000
G01/RackSlot12,[39944998258811],28.904,13.251,2.224,0.000,0.000,0.000,1.000
H02/RackSlot6,[39949293226107],25.458,3.370,0.023,0.000,0.000,1.000,-0.000
H02/RackSlot15,[39953588193403],25.354,4.231,2.224,0.000,0.000,1.000,-0.000
H02/RackSlot7,[39957883160699],25.354,4.231,0.768,0.000,0.000,1.000,-0.000
H02/RackSlot8,[39962178127995],25.354,3.370,0.768,0.000,0.000,1.000,-0.000
H02/RackSlot1,[39966473095291],24.583,4.231,0.023,0.000,0.000,0.000,1.000
H02/RackSlot4,[39970768062587],24.685,3.370,0.768,0.000,0.000,0.000,1.000
H02/RackSlot9,[39975063029883],24.685,4.231,1.482,0.000,0.000,0.000,1.000
H02/RackSlot5,[39979357997179],25.458,4.231,0.023,0.000,0.000,1.000,-0.000
H02/RackSlot14,[39983652964475],25.354,3.370,1.482,0.000,0.000,1.000,-0.000
H02/RackSlot16,[39987947931771],25.354,3.370,2.224,0.000,0.000,1.000,-0.000
H02/RackSlot3,[39992242899067],24.685,4.231,0.768,0.000,0.000,0.000,1.000
H02/RackSlot11,[39996537866363],24.685,4.231,2.224,0.000,0.000,0.000,1.000
H02/RackSlot10,[40000832833659],24.685,3.370,1.482,0.000,0.000,0.000,1.000
H02/RackSlot12,[40005127800955],24.685,3.370,2.224,0.000,0.000,0.000,1.000
H02/RackSlot2,[40009422768251],24.583,3.370,0.023,0.000,0.000,0.000,1.000
H02/RackSlot13,[40013717735547],25.354,4.231,1.482,0.000,0.000,1.000,-0.000
H01/RackSlot15,[40039487539323],25.354,6.464,2.224,0.000,0.000,1.000,-0.000
H01/RackSlot1,[40043782506619],24.583,6.464,0.023,0.000,0.000,0.000,1.000
H01/RackSlot11,[40048077473915],24.685,6.464,2.224,0.000,0.000,0.000,1.000
H01/RackSlot4,[40052372441211],24.685,5.603,0.768,0.000,0.000,0.000,1.000
H01/RackSlot2,[40056667408507],24.583,5.603,0.023,0.000,0.000,0.000,1.000
H01/RackSlot10,[40060962375803],24.685,5.603,1.482,0.000,0.000,0.000,1.000
H01/RackSlot7,[40065257343099],25.354,6.464,0.768,0.000,0.000,1.000,-0.000
H01/RackSlot14,[40069552310395],25.354,5.603,1.482,0.000,0.000,1.000,-0.000
H01/RackSlot8,[40073847277691],25.354,5.603,0.768,0.000,0.000,1.000,-0.000
H01/RackSlot3,[40078142244987],24.685,6.464,0.768,0.000,0.000,0.000,1.000
H01/RackSlot16,[40082437212283],25.354,5.603,2.224,0.000,0.000,1.000,-0.000
H01/RackSlot5,[40086732179579],25.458,6.464,0.023,0.000,0.000,1.000,-0.000
H01/RackSlot9,[40091027146875],24.685,6.464,1.482,0.000,0.000,0.000,1.000
H01/RackSlot13,[40095322114171],25.354,6.464,1.482,0.000,0.000,1.000,-0.000
H01/RackSlot6,[40099617081467],25.458,5.603,0.023,0.000,0.000,1.000,-0.000
H01/RackSlot12,[40103912048763],24.685,5.603,2.224,0.000,0.000,0.000,1.000
L10/RackSlot6,[40108207016059],26.951,1.162,0.023,0.000,0.000,0.707,-0.707
L10/RackSlot15,[40112501983355],26.090,1.059,2.224,0.000,0.000,0.707,-0.707
L10/RackSlot7,[40116796950651],26.090,1.059,0.768,0.000,0.000,0.707,-0.707
L10/RackSlot8,[40121091917947],26.951,1.059,0.768,0.000,0.000,0.707,-0.707
L10/RackSlot1,[40125386885243],26.090,0.287,0.023,0.000,0.000,0.707,0.707
L10/RackSlot4,[40129681852539],26.951,0.390,0.768,0.000,0.000,0.707,0.707
L10/RackSlot9,[40133976819835],26.090,0.390,1.482,0.000,0.000,0.707,0.707
L10/RackSlot5,[40138271787131],26.090,1.162,0.023,0.000,0.000,0.707,-0.707
L10/RackSlot14,[40142566754427],26.951,1.059,1.482,0.000,0.000,0.707,-0.707
L10/RackSlot16,[40146861721723],26.951,1.059,2.224,0.000,0.000,0.707,-0.707
L10/RackSlot3,[40151156689019],26.090,0.390,0.768,0.000,0.000,0.707,0.707
L10/RackSlot11,[40155451656315],26.090,0.390,2.224,0.000,0.000,0.707,0.707
L10/RackSlot10,[40159746623611],26.951,0.390,1.482,0.000,0.000,0.707,0.707
L10/RackSlot12,[40164041590907],26.951,0.390,2.224,0.000,0.000,0.707,0.707
L10/RackSlot2,[40168336558203],26.951,0.287,0.023,0.000,0.000,0.707,0.707
L10/RackSlot13,[40172631525499],26.090,1.059,1.482,0.000,0.000,0.707,-0.707
L09/RackSlot15,[40198401329275],23.857,1.059,2.224,0.000,0.000,0.707,-0.707
L09/RackSlot1,[40202696296571],23.857,0.287,0.023,0.000,0.000,0.707,0.707
L09/RackSlot11,[40206991263867],23.857,0.390,2.224,0.000,0.000,0.707,0.707
L09/RackSlot4,[40211286231163],24.718,0.390,0.768,0.000,0.000,0.707,0.707
L09/RackSlot2,[40215581198459],24.718,0.287,0.023,0.000,0.000,0.707,0.707
L09/RackSlot10,[40219876165755],24.718,0.390,1.482,0.000,0.000,0.707,0.707
L09/RackSlot7,[40224171133051],23.857,1.059,0.768,0.000,0.000,0.707,-0.707
L09/RackSlot14,[40228466100347],24.718,1.059,1.482,0.000,0.000,0.707,-0.707
L09/RackSlot8,[40232761067643],24.718,1.059,0.768,0.000,0.000,0.707,-0.707
L09/RackSlot3,[40237056034939],23.857,0.390,0.768,0.000,0.000,0.707,0.707
L09/RackSlot16,[40241351002235],24.718,1.059,2.224,0.000,0.000,0.707,-0.707
L09/RackSlot5,[40245645969531],23.857,1.162,0.023,0.000,0.000,0.707,-0.707
L09/RackSlot9,[40249940936827],23.857,0.390,1.482,0.000,0.000,0.707,0.707
L09/RackSlot13,[40254235904123],23.857,1.059,1.482,0.000,0.000,0.707,-0.707
L09/RackSlot6,[40258530871419],24.718,1.162,0.023,0.000,0.000,0.707,-0.707
L09/RackSlot12,[40262825838715],24.718,0.390,2.224,0.000,0.000,0.707,0.707
L06/RackSlot6,[40267120806011],17.942,1.162,0.023,0.000,0.000,0.707,-0.707
L06/RackSlot15,[40271415773307],17.081,1.059,2.224,0.000,0.000,0.707,-0.707
L06/RackSlot7,[40275710740603],17.081,1.059,0.768,0.000,0.000,0.707,-0.707
L06/RackSlot8,[40280005707899],17.942,1.059,0.768,0.000,0.000,0.707,-0.707
L06/RackSlot1,[40284300675195],17.081,0.287,0.023,0.000,0.000,0.707,0.707
L06/RackSlot4,[40288595642491],17.942,0.390,0.768,0.000,0.000,0.707,0.707
L06/RackSlot9,[40292890609787],17.081,0.390,1.482,0.000,0.000,0.707,0.707
L06/RackSlot5,[40297185577083],17.081,1.162,0.023,0.000,0.000,0.707,-0.707
L06/RackSlot14,[40301480544379],17.942,1.059,1.482,0.000,0.000,0.707,-0.707
L06/RackSlot16,[40305775511675],17.942,1.059,2.224,0.000,0.000,0.707,-0.707
L06/RackSlot3,[40310070478971],17.081,0.390,0.768,0.000,0.000,0.707,0.707
L06/RackSlot11,[40314365446267],17.081,0.390,2.224,0.000,0.000,0.707,0.707
L06/RackSlot10,[40318660413563],17.942,0.390,1.482,0.000,0.000,0.707,0.707
L06/RackSlot12,[40322955380859],17.942,0.390,2.224,0.000,0.000,0.707,0.707
L06/RackSlot2,[40327250348155],17.942,0.287,0.023,0.000,0.000,0.707,0.707
L06/RackSlot13,[40331545315451],17.081,1.059,1.482,0.000,0.000,0.707,-0.707
L05/RackSlot15,[40357315119227],14.848,1.059,2.224,0.000,0.000,0.707,-0.707
L05/RackSlot1,[40361610086523],14.848,0.287,0.023,0.000,0.000,0.707,0.707
L05/RackSlot11,[40365905053819],14.848,0.390,2.224,0.000,0.000,0.707,0.707
L05/RackSlot4,[40370200021115],15.709,0.390,0.768,0.000,0.000,0.707,0.707
L05/RackSlot2,[40374494988411],15.709,0.287,0.023,0.000,0.000,0.707,0.707
L05/RackSlot10,[40378789955707],15.709,0.390,1.482,0.000,0.000,0.707,0.707
L05/RackSlot7,[40383084923003],14.848,1.059,0.768,0.000,0.000,0.707,-0.707
L05/RackSlot14,[40387379890299],15.709,1.059,1.482,0.000,0.000,0.707,-0.707
L05/RackSlot8,[40391674857595],15.709,1.059,0.768,0.000,0.000,0.707,-0.707
L05/RackSlot3,[40395969824891],14.848,0.390,0.768,0.000,0.000,0.707,0.707
L05/RackSlot16,[40400264792187],15.709,1.059,2.224,0.000,0.000,0.707,-0.707
L05/RackSlot5,[40404559759483],14.848,1.162,0.023,0.000,0.000,0.707,-0.707
L05/RackSlot9,[40408854726779],14.848,0.390,1.482,0.000,0.000,0.707,0.707
L05/RackSlot13,[40413149694075],14.848,1.059,1.482,0.000,0.000,0.707,-0.707
L05/RackSlot6,[40417444661371],15.709,1.162,0.023,0.000,0.000,0.707,-0.707
L05/RackSlot12,[40421739628667],15.709,0.390,2.224,0.000,0.000,0.707,0.707
L08/RackSlot6,[40426034595963],22.448,1.162,0.023,0.000,0.000,0.707,-0.707
L08/RackSlot15,[40430329563259],21.587,1.059,2.224,0.000,0.000,0.707,-0.707
L08/RackSlot7,[40434624530555],21.587,1.059,0.768,0.000,0.000,0.707,-0.707
L08/RackSlot8,[40438919497851],22.448,1.059,0.768,0.000,0.000,0.707,-0.707
L08/RackSlot1,[40443214465147],21.587,0.287,0.023,0.000,0.000,0.707,0.707
L08/RackSlot4,[40447509432443],22.448,0.390,0.768,0.000,0.000,0.707,0.707
L08/RackSlot9,[40451804399739],21.587,0.390,1.482,0.000,0.000,0.707,0.707
L08/RackSlot5,[40456099367035],21.587,1.162,0.023,0.000,0.000,0.707,-0.707
L08/RackSlot14,[40460394334331],22.448,1.059,1.482,0.000,0.000,0.707,-0.707
L08/RackSlot16,[40464689301627],22.448,1.059,2.224,0.000,0.000,0.707,-0.707
L08/RackSlot3,[40468984268923],21.587,0.390,0.768,0.000,0.000,0.707,0.707
L08/RackSlot11,[40473279236219],21.587,0.390,2.224,0.000,0.000,0.707,0.707
L08/RackSlot10,[40477574203515],22.448,0.390,1.482,0.000,0.000,0.707,0.707
L08/RackSlot12,[40481869170811],22.448,0.390,2.224,0.000,0.000,0.707,0.707
L08/RackSlot2,[40486164138107],22.448,0.287,0.023,0.000,0.000,0.707,0.707
L08/RackSlot13,[40490459105403],21.587,1.059,1.482,0.000,0.000,0.707,-0.707
L07/RackSlot15,[40516228909179],19.354,1.059,2.224,0.000,0.000,0.707,-0.707
L07/RackSlot1,[40520523876475],19.354,0.287,0.023,0.000,0.000,0.707,0.707
L07/RackSlot11,[40524818843771],19.354,0.390,2.224,0.000,0.000,0.707,0.707
L07/RackSlot4,[40529113811067],20.215,0.390,0.768,0.000,0.000,0.707,0.707
L07/RackSlot2,[40533408778363],20.215,0.287,0.023,0.000,0.000,0.707,0.707
L07/RackSlot10,[40537703745659],20.215,0.390,1.482,0.000,0.000,0.707,0.707
L07/RackSlot7,[40541998712955],19.354,1.059,0.768,0.000,0.000,0.707,-0.707
L07/RackSlot14,[40546293680251],20.215,1.059,1.482,0.000,0.000,0.707,-0.707
L07/RackSlot8,[40550588647547],20.215,1.059,0.768,0.000,0.000,0.707,-0.707
L07/RackSlot3,[40554883614843],19.354,0.390,0.768,0.000,0.000,0.707,0.707
L07/RackSlot16,[40559178582139],20.215,1.059,2.224,0.000,0.000,0.707,-0.707
L07/RackSlot5,[40563473549435],19.354,1.162,0.023,0.000,0.000,0.707,-0.707
L07/RackSlot9,[40567768516731],19.354,0.390,1.482,0.000,0.000,0.707,0.707
L07/RackSlot13,[40572063484027],19.354,1.059,1.482,0.000,0.000,0.707,-0.707
L07/RackSlot6,[40576358451323],20.215,1.162,0.023,0.000,0.000,0.707,-0.707
L07/RackSlot12,[40580653418619],20.215,0.390,2.224,0.000,0.000,0.707,0.707
L04/RackSlot6,[40584948385915],13.439,1.162,0.023,0.000,0.000,0.707,-0.707
L04/RackSlot15,[40589243353211],12.578,1.059,2.224,0.000,0.000,0.707,-0.707
L04/RackSlot7,[40593538320507],12.578,1.059,0.768,0.000,0.000,0.707,-0.707
L04/RackSlot8,[40597833287803],13.439,1.059,0.768,0.000,0.000,0.707,-0.707
L04/RackSlot1,[40602128255099],12.578,0.287,0.023,0.000,0.000,0.707,0.707
L04/RackSlot4,[40606423222395],13.439,0.390,0.768,0.000,0.000,0.707,0.707
L04/RackSlot9,[40610718189691],12.578,0.390,1.482,0.000,0.000,0.707,0.707
L04/RackSlot5,[40615013156987],12.578,1.162,0.023,0.000,0.000,0.707,-0.707
L04/RackSlot14,[40619308124283],13.439,1.059,1.482,0.000,0.000,0.707,-0.707
L04/RackSlot16,[40623603091579],13.439,1.059,2.224,0.000,0.000,0.707,-0.707
L04/RackSlot3,[40627898058875],12.578,0.390,0.768,0.000,0.000,0.707,0.707
L04/RackSlot11,[40632193026171],12.578,0.390,2.224,0.000,0.000,0.707,0.707
L04/RackSlot10,[40636487993467],13.439,0.390,1.482,0.000,0.000,0.707,0.707
L04/RackSlot12,[40640782960763],13.439,0.390,2.224,0.000,0.000,0.707,0.707
L04/RackSlot2,[40645077928059],13.439,0.287,0.023,0.000,0.000,0.707,0.707
L04/RackSlot13,[40649372895355],12.578,1.059,1.482,0.000,0.000,0.707,-0.707
L03/RackSlot15,[40675142699131],10.344,1.059,2.224,0.000,0.000,0.707,-0.707
L03/RackSlot1,[40679437666427],10.344,0.287,0.023,0.000,0.000,0.707,0.707
L03/RackSlot11,[40683732633723],10.344,0.390,2.224,0.000,0.000,0.707,0.707
L03/RackSlot4,[40688027601019],11.205,0.390,0.768,0.000,0.000,0.707,0.707
L03/RackSlot2,[40692322568315],11.205,0.287,0.023,0.000,0.000,0.707,0.707
L03/RackSlot10,[40696617535611],11.205,0.390,1.482,0.000,0.000,0.707,0.707
L03/RackSlot7,[40700912502907],10.344,1.059,0.768,0.000,0.000,0.707,-0.707
L03/RackSlot14,[40705207470203],11.205,1.059,1.482,0.000,0.000,0.707,-0.707
L03/RackSlot8,[40709502437499],11.205,1.059,0.768,0.000,0.000,0.707,-0.707
L03/RackSlot3,[40713797404795],10.344,0.390,0.768,0.000,0.000,0.707,0.707
L03/RackSlot16,[40718092372091],11.205,1.059,2.224,0.000,0.000,0.707,-0.707
L03/RackSlot5,[40722387339387],10.344,1.162,0.023,0.000,0.000,0.707,-0.707
L03/RackSlot9,[40726682306683],10.344,0.390,1.482,0.000,0.000,0.707,0.707
L03/RackSlot13,[40730977273979],10.344,1.059,1.482,0.000,0.000,0.707,-0.707
L03/RackSlot6,[40735272241275],11.205,1.162,0.023,0.000,0.000,0.707,-0.707
L03/RackSlot12,[40739567208571],11.205,0.390,2.224,0.000,0.000,0.707,0.707
L02/RackSlot6,[40743862175867],8.932,1.162,0.023,0.000,0.000,0.707,-0.707
L02/RackSlot15,[40748157143163],8.071,1.059,2.224,0.000,0.000,0.707,-0.707
L02/RackSlot7,[40752452110459],8.071,1.059,0.768,0.000,0.000,0.707,-0.707
L02/RackSlot8,[40756747077755],8.932,1.059,0.768,0.000,0.000,0.707,-0.707
L02/RackSlot1,[40761042045051],8.071,0.287,0.023,0.000,0.000,0.707,0.707
L02/RackSlot4,[40765337012347],8.932,0.390,0.768,0.000,0.000,0.707,0.707
L02/RackSlot9,[40769631979643],8.071,0.390,1.482,0.000,0.000,0.707,0.707
L02/RackSlot5,[40773926946939],8.071,1.162,0.023,0.000,0.000,0.707,-0.707
L02/RackSlot14,[40778221914235],8.932,1.059,1.482,0.000,0.000,0.707,-0.707
L02/RackSlot16,[40782516881531],8.932,1.059,2.224,0.000,0.000,0.707,-0.707
L02/RackSlot3,[40786811848827],8.071,0.390,0.768,0.000,0.000,0.707,0.707
L02/RackSlot11,[40791106816123],8.071,0.390,2.224,0.000,0.000,0.707,0.707
L02/RackSlot10,[40795401783419],8.932,0.390,1.482,0.000,0.000,0.707,0.707
L02/RackSlot12,[40799696750715],8.932,0.390,2.224,0.000,0.000,0.707,0.707
L02/RackSlot2,[40803991718011],8.932,0.287,0.023,0.000,0.000,0.707,0.707
L02/RackSlot13,[40808286685307],8.071,1.059,1.482,0.000,0.000,0.707,-0.707
L01/RackSlot15,[40834056489083],5.838,1.059,2.224,0.000,0.000,0.707,-0.707
L01/RackSlot1,[40838351456379],5.838,0.287,0.023,0.000,0.000,0.707,0.707
L01/RackSlot11,[40842646423675],5.838,0.390,2.224,0.000,0.000,0.707,0.707
L01/RackSlot4,[40846941390971],6.699,0.390,0.768,0.000,0.000,0.707,0.707
L01/RackSlot2,[40851236358267],6.699,0.287,0.023,0.000,0.000,0.707,0.707
L01/RackSlot10,[40855531325563],6.699,0.390,1.482,0.000,0.000,0.707,0.707
L01/RackSlot7,[40859826292859],5.838,1.059,0.768,0.000,0.000,0.707,-0.707
L01/RackSlot14,[40864121260155],6.699,1.059,1.482,0.000,0.000,0.707,-0.707
L01/RackSlot8,[40868416227451],6.699,1.059,0.768,0.000,0.000,0.707,-0.707
L01/RackSlot3,[40872711194747],5.838,0.390,0.768,0.000,0.000,0.707,0.707
L01/RackSlot16,[40877006162043],6.699,1.059,2.224,0.000,0.000,0.707,-0.707
L01/RackSlot5,[40881301129339],5.838,1.162,0.023,0.000,0.000,0.707,-0.707
L01/RackSlot9,[40885596096635],5.838,0.390,1.482,0.000,0.000,0.707,0.707
L01/RackSlot13,[40889891063931],5.838,1.059,1.482,0.000,0.000,0.707,-0.707
L01/RackSlot6,[40894186031227],6.699,1.162,0.023,0.000,0.000,0.707,-0.707
L01/RackSlot12,[40898480998523],6.699,0.390,2.224,0.000,0.000,0.707,0.707
B04/RackSlot6,[40902775965819],25.458,17.876,0.023,0.000,0.000,1.000,-0.000
B04/RackSlot15,[40907070933115],25.354,18.737,2.224,0.000,0.000,1.000,-0.000
B04/RackSlot7,[40911365900411],25.354,18.737,0.768,0.000,0.000,1.000,-0.000
B04/RackSlot8,[40915660867707],25.354,17.876,0.768,0.000,0.000,1.000,-0.000
B04/RackSlot1,[40919955835003],24.583,18.737,0.023,0.000,0.000,0.000,1.000
B04/RackSlot4,[40924250802299],24.685,17.876,0.768,0.000,0.000,0.000,1.000
B04/RackSlot9,[40928545769595],24.685,18.737,1.482,0.000,0.000,0.000,1.000
B04/RackSlot5,[40932840736891],25.458,18.737,0.023,0.000,0.000,1.000,-0.000
B04/RackSlot14,[40937135704187],25.354,17.876,1.482,0.000,0.000,1.000,-0.000
B04/RackSlot16,[40941430671483],25.354,17.876,2.224,0.000,0.000,1.000,-0.000
B04/RackSlot3,[40945725638779],24.685,18.737,0.768,0.000,0.000,0.000,1.000
B04/RackSlot11,[40950020606075],24.685,18.737,2.224,0.000,0.000,0.000,1.000
B04/RackSlot10,[40954315573371],24.685,17.876,1.482,0.000,0.000,0.000,1.000
B04/RackSlot12,[40958610540667],24.685,17.876,2.224,0.000,0.000,0.000,1.000
B04/RackSlot2,[40962905507963],24.583,17.876,0.023,0.000,0.000,0.000,1.000
B04/RackSlot13,[40967200475259],25.354,18.737,1.482,0.000,0.000,1.000,-0.000
B03/RackSlot15,[40992970279035],25.354,20.970,2.224,0.000,0.000,1.000,-0.000
B03/RackSlot1,[40997265246331],24.583,20.970,0.023,0.000,0.000,0.000,1.000
B03/RackSlot11,[41001560213627],24.685,20.970,2.224,0.000,0.000,0.000,1.000
B03/RackSlot4,[41005855180923],24.685,20.109,0.768,0.000,0.000,0.000,1.000
B03/RackSlot2,[41010150148219],24.583,20.109,0.023,0.000,0.000,0.000,1.000
B03/RackSlot10,[41014445115515],24.685,20.109,1.482,0.000,0.000,0.000,1.000
B03/RackSlot7,[41018740082811],25.354,20.970,0.768,0.000,0.000,1.000,-0.000
B03/RackSlot14,[41023035050107],25.354,20.109,1.482,0.000,0.000,1.000,-0.000
B03/RackSlot8,[41027330017403],25.354,20.109,0.768,0.000,0.000,1.000,-0.000
B03/RackSlot3,[41031624984699],24.685,20.970,0.768,0.000,0.000,0.000,1.000
B03/RackSlot16,[41035919951995],25.354,20.109,2.224,0.000,0.000,1.000,-0.000
B03/RackSlot5,[41040214919291],25.458,20.970,0.023,0.000,0.000,1.000,-0.000
B03/RackSlot9,[41044509886587],24.685,20.970,1.482,0.000,0.000,0.000,1.000
B03/RackSlot13,[41048804853883],25.354,20.970,1.482,0.000,0.000,1.000,-0.000
B03/RackSlot6,[41053099821179],25.458,20.109,0.023,0.000,0.000,1.000,-0.000
B03/RackSlot12,[41057394788475],24.685,20.109,2.224,0.000,0.000,0.000,1.000
B02/RackSlot6,[41061689755771],25.458,22.386,0.023,0.000,0.000,1.000,-0.000
B02/RackSlot15,[41065984723067],25.354,23.247,2.224,0.000,0.000,1.000,-0.000
B02/RackSlot7,[41070279690363],25.354,23.247,0.768,0.000,0.000,1.000,-0.000
B02/RackSlot8,[41074574657659],25.354,22.386,0.768,0.000,0.000,1.000,-0.000
B02/RackSlot1,[41078869624955],24.583,23.247,0.023,0.000,0.000,0.000,1.000
