slot_name,entity_type,item
B04/RackSlot3,cardboardbox01_v01,hammers
B04/RackSlot16,cardboardbox01_v01,cpu
B04/RackSlot18,cardboardbox01_v01,cpu
B04/RackSlot12,cardboardbox01_v02D,cpu
B04/RackSlot22,cardboardbox01_v02D,cpu
B04/RackSlot19,cardboardbox05_v01,cpu
B04/RackSlot21,cardboardbox05_v01,cpu
B04/RackSlot4,cardboardbox01_v01,cpu
B04/RackSlot6,cardboardbox01_v01,cpu
B03/RackSlot2,cardboardbox01_v01,cpu
B03/RackSlot16,cardboardbox05_v01,hammers
B03/RackSlot12,cardboardbox01_v01,cpu
B03/RackSlot15,cardboardbox01_v01,cpu
B03/RackSlot14,cardboardbox05_v01,hammers
B03/RackSlot8,cardboardbox05_v01,pipes
B03/RackSlot1,cardboardbox01_v01,cpu
B03/RackSlot9,cardboardbox05_v01,cpu
B03/RackSlot10,cardboardbox01_v02D,cpu
B03/RackSlot7,cardboardbox05_v01,nails
B03/RackSlot17,cardboardbox05_v01,cpu
B03/RackSlot13,cardboardbox01_v01,cpu
B03/RackSlot21,cardboardbox01_v02D,nails
B03/RackSlot3,cardboardbox01_v01,cpu
B03/RackSlot6,cardboardbox05_v01,gpu
B03/RackSlot22,cardboardbox01_v02D,cpu
B02/RackSlot1,cardboardbox05_v01,cpu
B02/RackSlot7,cardboardbox01_v02D,cpu
B02/RackSlot13,cardboardbox05_v01,cpu
B02/RackSlot2,cardboardbox01_v02D,cpu
B02/RackSlot5,cardboardbox05_v01,pipes
B02/RackSlot8,cardboardbox01_v01,cpu
B02/RackSlot14,cardboardbox01_v01,cpu
B02/RackSlot4,cardboardbox01_v01,pipes
B02/RackSlot16,cardboardbox01_v01,cpu
B02/RackSlot23,cardboardbox01_v01,cpu
B02/RackSlot19,cardboardbox05_v01,cpu
B02/RackSlot10,cardboardbox01_v01,cpu
B02/RackSlot22,cardboardbox01_v02D,cpu
B02/RackSlot24,cardboardbox01_v01,cpu
B02/RackSlot6,cardboardbox05_v01,cpu
B02/RackSlot3,cardboardbox01_v01,cpu
B01/RackSlot20,cardboardbox01_v01,gpu
B01/RackSlot3,cardboardbox01_v01,cpu
B01/RackSlot4,cardboardbox01_v01,cpu
B01/RackSlot21,cardboardbox01_v02D,nails
B01/RackSlot16,cardboardbox01_v02D,cpu
B01/RackSlot10,cardboardbox01_v01,cpu
B01/RackSlot24,cardboardbox05_v01,cpu
B01/RackSlot12,cardboardbox01_v01,cpu
B01/RackSlot18,cardboardbox01_v01,cpu
B01/RackSlot15,cardboardbox01_v01,cpu
B01/RackSlot2,cardboardbox05_v01,cpu
B01/RackSlot11,cardboardbox05_v01,pipes
B01/RackSlot5,cardboardbox01_v01,cpu
B01/RackSlot22,cardboardbox05_v01,cpu
B01/RackSlot1,cardboardbox01_v01,pipes
B01/RackSlot23,cardboardbox01_v02D,cpu
K02/RackSlot2,cardboardbox01_v01,nails
K02/RackSlot10,cardboardbox05_v01,nails
K02/RackSlot7,cardboardbox01_v01,cpu
K02/RackSlot22,cardboardbox01_v01,nails
K02/RackSlot5,cardboardbox05_v01,nails
K02/RackSlot18,cardboardbox05_v01,nails
K02/RackSlot12,cardboardbox01_v02D,motherboard
K02/RackSlot6,cardboardbox01_v02D,nails
K02/RackSlot8,cardboardbox01_v01,nails
K02/RackSlot4,cardboardbox01_v01,nails
K02/RackSlot23,cardboardbox01_v02D,nails
K02/RackSlot21,cardboardbox01_v02D,nails
K02/RackSlot20,cardboardbox05_v01,nails
K02/RackSlot13,cardboardbox05_v01,nails
K02/RackSlot24,cardboardbox05_v01,nails
K02/RackSlot14,cardboardbox01_v02D,nails
K01/RackSlot6,cardboardbox01_v01,nails
K01/RackSlot1,cardboardbox01_v02D,nails
K01/RackSlot17,cardboardbox05_v01,nails
K01/RackSlot13,cardboardbox01_v02D,hammers
K01/RackSlot11,cardboardbox01_v01,nails
K01/RackSlot16,cardboardbox05_v01,nails
K01/RackSlot4,cardboardbox05_v01,nails
K01/RackSlot15,cardboardbox05_v01,nails
K01/RackSlot22,cardboardbox01_v02D,nails
K01/RackSlot2,cardboardbox05_v01,motherboard
K01/RackSlot10,cardboardbox05_v01,pipes
K01/RackSlot18,cardboardbox01_v02D,nails
K01/RackSlot3,cardboardbox01_v02D,nails
K01/RackSlot20,cardboardbox01_v02D,gpu
K01/RackSlot19,cardboardbox01_v02D,nails
K01/RackSlot12,cardboardbox01_v02D,motherboard
I02/RackSlot23,cardboardbox01_v01,nails
I02/RackSlot18,cardboardbox01_v02D,nails
I02/RackSlot19,cardboardbox05_v01,nails
I02/RackSlot4,cardboardbox01_v01,hammers
I02/RackSlot12,cardboardbox05_v01,gpu
I02/RackSlot14,cardboardbox05_v01,nails
I02/RackSlot1,cardboardbox05_v01,nails
I02/RackSlot2,cardboardbox01_v01,nails
I02/RackSlot22,cardboardbox01_v02D,gpu
I02/RackSlot11,cardboardbox01_v01,nails
I02/RackSlot17,cardboardbox05_v01,nails
I02/RackSlot9,cardboardbox01_v02D,nails
I02/RackSlot20,cardboardbox01_v01,nails
I02/RackSlot15,cardboardbox01_v01,nails
I02/RackSlot6,cardboardbox01_v01,nails
I02/RackSlot7,cardboardbox01_v02D,nails
I01/RackSlot10,cardboardbox01_v01,pipes
I01/RackSlot13,cardboardbox05_v01,nails
I01/RackSlot3,cardboardbox01_v02D,nails
I01/RackSlot24,cardboardbox01_v02D,cpu
I01/RackSlot11,cardboardbox01_v01,nails
I01/RackSlot18,cardboardbox01_v01,nails
I01/RackSlot1,cardboardbox01_v02D,nails
I01/RackSlot15,cardboardbox01_v02D,nails
I01/RackSlot20,cardboardbox01_v01,nails
I01/RackSlot16,cardboardbox01_v02D,nails
I01/RackSlot5,cardboardbox01_v02D,nails
I01/RackSlot6,cardboardbox01_v01,nails
I01/RackSlot4,cardboardbox05_v01,nails
I01/RackSlot22,cardboardbox05_v01,nails
I01/RackSlot2,cardboardbox01_v02D,nails
I01/RackSlot7,cardboardbox01_v01,nails
F10/RackSlot9,cardboardbox05_v01,hammers
F10/RackSlot19,cardboardbox01_v01,hammers
F10/RackSlot4,cardboardbox01_v01,hammers
F10/RackSlot17,cardboardbox01_v01,hammers
F10/RackSlot14,cardboardbox01_v02D,hammers
F10/RackSlot12,cardboardbox01_v01,hammers
F10/RackSlot7,cardboardbox01_v01,nails
F10/RackSlot24,cardboardbox01_v02D,hammers
F10/RackSlot8,cardboardbox01_v02D,hammers
F10/RackSlot10,cardboardbox01_v02D,hammers
F10/RackSlot20,cardboardbox05_v01,nails
F10/RackSlot11,cardboardbox01_v02D,hammers
F10/RackSlot23,cardboardbox05_v01,hammers
F10/RackSlot1,cardboardbox01_v01,hammers
F10/RackSlot13,cardboardbox05_v01,hammers
F10/RackSlot6,cardboardbox01_v01,hammers
F09/RackSlot13,cardboardbox05_v01,hammers
F09/RackSlot14,cardboardbox05_v01,hammers
F09/RackSlot20,cardboardbox01_v01,hammers
F09/RackSlot17,cardboardbox01_v01,hammers
F09/RackSlot8,cardboardbox01_v01,hammers
F09/RackSlot10,cardboardbox05_v01,hammers
F09/RackSlot7,cardboardbox05_v01,hammers
F09/RackSlot2,cardboardbox05_v01,hammers
F09/RackSlot22,cardboardbox01_v01,hammers
F09/RackSlot15,cardboardbox05_v01,hammers
F09/RackSlot18,cardboardbox01_v02D,hammers
F09/RackSlot23,cardboardbox01_v01,pipes
F09/RackSlot1,cardboardbox01_v02D,hammers
F09/RackSlot5,cardboardbox05_v01,hammers
F09/RackSlot3,cardboardbox01_v02D,hammers
F09/RackSlot6,cardboardbox01_v01,pipes
F06/RackSlot18,cardboardbox01_v01,motherboard
F06/RackSlot19,cardboardbox01_v02D,motherboard
F06/RackSlot21,cardboardbox01_v01,nails
F06/RackSlot11,cardboardbox01_v02D,motherboard
F06/RackSlot10,cardboardbox05_v01,motherboard
F06/RackSlot5,cardboardbox05_v01,motherboard
F06/RackSlot14,cardboardbox05_v01,nails
F06/RackSlot16,cardboardbox01_v01,motherboard
F06/RackSlot24,cardboardbox05_v01,motherboard
F06/RackSlot3,cardboardbox01_v01,motherboard
F06/RackSlot23,cardboardbox05_v01,motherboard
F06/RackSlot2,cardboardbox05_v01,motherboard
F06/RackSlot9,cardboardbox05_v01,motherboard
F06/RackSlot1,cardboardbox05_v01,motherboard
F06/RackSlot7,cardboardbox01_v02D,motherboard
F06/RackSlot22,cardboardbox01_v02D,motherboard
F05/RackSlot2,cardboardbox01_v02D,motherboard
F05/RackSlot5,cardboardbox01_v01,motherboard
F05/RackSlot23,cardboardbox01_v02D,motherboard
F05/RackSlot24,cardboardbox01_v02D,motherboard
F05/RackSlot20,cardboardbox05_v01,motherboard
F05/RackSlot6,cardboardbox05_v01,motherboard
F05/RackSlot21,cardboardbox05_v01,motherboard
F05/RackSlot15,cardboardbox01_v02D,motherboard
F05/RackSlot12,cardboardbox01_v02D,motherboard
F05/RackSlot11,cardboardbox01_v02D,gpu
F05/RackSlot7,cardboardbox01_v02D,motherboard
F05/RackSlot1,cardboardbox01_v02D,nails
F05/RackSlot13,cardboardbox05_v01,motherboard
F05/RackSlot14,cardboardbox01_v02D,motherboard
F05/RackSlot18,cardboardbox05_v01,motherboard
F05/RackSlot17,cardboardbox01_v01,nails
F04/RackSlot6,cardboardbox05_v01,motherboard
F04/RackSlot5,cardboardbox05_v01,motherboard
F04/RackSlot20,cardboardbox01_v02D,motherboard
F04/RackSlot7,cardboardbox01_v01,motherboard
F04/RackSlot16,cardboardbox01_v02D,motherboard
F04/RackSlot19,cardboardbox01_v01,hammers
F04/RackSlot2,cardboardbox05_v01,motherboard
F04/RackSlot23,cardboardbox01_v01,motherboard
F04/RackSlot13,cardboardbox01_v01,motherboard
F04/RackSlot18,cardboardbox05_v01,motherboard
F04/RackSlot21,cardboardbox01_v02D,motherboard
F04/RackSlot14,cardboardbox01_v01,motherboard
F04/RackSlot9,cardboardbox01_v02D,nails
F04/RackSlot12,cardboardbox01_v01,motherboard
F04/RackSlot10,cardboardbox05_v01,nails
F04/RackSlot11,cardboardbox05_v01,motherboard
F03/RackSlot15,cardboardbox05_v01,motherboard
F03/RackSlot19,cardboardbox01_v01,motherboard
F03/RackSlot7,cardboardbox01_v01,motherboard
F03/RackSlot17,cardboardbox05_v01,motherboard
F03/RackSlot23,cardboardbox01_v01,gpu
F03/RackSlot16,cardboardbox01_v02D,motherboard
F03/RackSlot11,cardboardbox01_v02D,motherboard
F03/RackSlot9,cardboardbox05_v01,motherboard
F03/RackSlot2,cardboardbox05_v01,motherboard
F03/RackSlot22,cardboardbox01_v01,motherboard
F03/RackSlot10,cardboardbox05_v01,motherboard
F03/RackSlot5,cardboardbox05_v01,gpu
F03/RackSlot3,cardboardbox01_v02D,motherboard
F03/RackSlot6,cardboardbox01_v01,motherboard
F03/RackSlot12,cardboardbox05_v01,motherboard
F03/RackSlot18,cardboardbox05_v01,nails
F02/RackSlot23,cardboardbox01_v02D,nails
F02/RackSlot21,cardboardbox01_v02D,hammers
F02/RackSlot22,cardboardbox01_v01,motherboard
F02/RackSlot17,cardboardbox05_v01,motherboard
F02/RackSlot9,cardboardbox05_v01,motherboard
F02/RackSlot18,cardboardbox05_v01,motherboard
F02/RackSlot2,cardboardbox01_v02D,motherboard
F02/RackSlot3,cardboardbox05_v01,motherboard
F02/RackSlot1,cardboardbox01_v01,motherboard
F02/RackSlot24,cardboardbox01_v01,motherboard
F02/RackSlot4,cardboardbox05_v01,nails
F02/RackSlot7,cardboardbox01_v01,motherboard
F02/RackSlot11,cardboardbox01_v01,motherboard
F02/RackSlot5,cardboardbox01_v01,motherboard
F02/RackSlot16,cardboardbox05_v01,motherboard
F02/RackSlot10,cardboardbox01_v02D,motherboard
F01/RackSlot5,cardboardbox01_v02D,nails
F01/RackSlot12,cardboardbox01_v02D,nails
F01/RackSlot24,cardboardbox01_v02D,motherboard
F01/RackSlot19,cardboardbox05_v01,motherboard
F01/RackSlot23,cardboardbox01_v02D,motherboard
F01/RackSlot21,cardboardbox01_v02D,motherboard
F01/RackSlot8,cardboardbox01_v02D,motherboard
F01/RackSlot22,cardboardbox05_v01,gpu
F01/RackSlot14,cardboardbox05_v01,motherboard
F01/RackSlot13,cardboardbox05_v01,motherboard
F01/RackSlot7,cardboardbox01_v02D,gpu
F01/RackSlot4,cardboardbox01_v02D,motherboard
F01/RackSlot9,cardboardbox05_v01,gpu
F01/RackSlot10,cardboardbox05_v01,motherboard
F01/RackSlot18,cardboardbox01_v02D,motherboard
F01/RackSlot1,cardboardbox01_v01,motherboard
F08/RackSlot12,cardboardbox01_v01,motherboard
F08/RackSlot7,cardboardbox01_v01,motherboard
F08/RackSlot2,cardboardbox05_v01,motherboard
F08/RackSlot6,cardboardbox01_v02D,motherboard
F08/RackSlot5,cardboardbox01_v02D,motherboard
F08/RackSlot14,cardboardbox01_v01,gpu
F08/RackSlot3,cardboardbox01_v01,gpu
F08/RackSlot4,cardboardbox01_v01,hammers
F08/RackSlot8,cardboardbox01_v01,motherboard
F08/RackSlot1,cardboardbox01_v01,motherboard
F08/RackSlot22,cardboardbox01_v02D,motherboard
F08/RackSlot21,cardboardbox05_v01,motherboard
F08/RackSlot23,cardboardbox01_v02D,motherboard
F08/RackSlot11,cardboardbox01_v01,motherboard
F08/RackSlot18,cardboardbox05_v01,motherboard
F08/RackSlot20,cardboardbox01_v01,motherboard
F07/RackSlot23,cardboardbox05_v01,motherboard
F07/RackSlot15,cardboardbox01_v01,motherboard
F07/RackSlot3,cardboardbox01_v02D,motherboard
F07/RackSlot6,cardboardbox01_v02D,motherboard
F07/RackSlot21,cardboardbox05_v01,motherboard
F07/RackSlot20,cardboardbox05_v01,motherboard
F07/RackSlot2,cardboardbox05_v01,motherboard
F07/RackSlot24,cardboardbox01_v01,motherboard
F07/RackSlot1,cardboardbox05_v01,motherboard
F07/RackSlot9,cardboardbox01_v02D,motherboard
F07/RackSlot22,cardboardbox05_v01,motherboard
F07/RackSlot11,cardboardbox01_v01,motherboard
F07/RackSlot14,cardboardbox01_v02D,pipes
F07/RackSlot12,cardboardbox05_v01,motherboard
F07/RackSlot13,cardboardbox05_v01,motherboard
F07/RackSlot10,cardboardbox01_v02D,motherboard
